Year,DayOfYear,T2M,WS2M,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,T2M_MIN,T2M_MAX,PS
2020,249,26.18,1.52,27.04,91.12,21.63,25.01,27.8,98.73
2020,250,26.41,2.1,14.73,88.88,21.58,24.65,28.59,98.71
2020,251,25.99,1.88,18.84,89.38,10.54,24.44,28.01,98.83
2020,252,26.46,2.32,14.39,89.0,20.8,24.66,28.61,98.88
2020,253,26.15,2.28,31.79,90.0,17.83,24.75,28.14,98.8
2020,254,25.8,2.43,88.53,91.38,8.24,24.55,27.31,98.63
2020,255,25.66,2.85,91.61,89.06,4.36,24.96,26.84,98.78
2020,256,24.98,2.2,27.92,88.88,4.21,23.73,26.38,99.06
2020,257,24.69,1.62,37.87,88.94,8.35,23.37,26.43,99.13
2020,258,25.08,1.57,13.72,88.19,20.0,23.37,27.3,99.03
2020,259,25.39,1.67,49.1,89.88,16.82,23.77,27.33,98.97
2020,260,26.05,2.05,33.38,88.75,14.45,24.8,27.92,98.99
2020,261,25.94,2.02,35.69,90.06,12.73,24.64,27.75,99.03
2020,262,25.58,2.66,36.35,89.88,10.53,24.62,27.13,98.97
2020,263,25.37,2.7,83.77,91.81,4.37,24.08,26.79,98.77
2020,264,25.26,3.17,84.42,91.12,7.61,24.45,26.4,98.75
2020,265,24.61,3.48,35.46,86.88,9.47,24.08,25.51,98.8
2020,266,25.26,2.62,6.49,85.75,17.25,23.9,27.04,98.89
2020,267,25.47,1.96,3.89,88.62,22.18,23.45,27.65,98.96
2020,268,25.26,1.22,8.29,88.19,18.42,23.83,26.98,99.14
2020,269,25.37,1.59,5.37,89.25,21.01,23.51,27.75,99.09
2020,270,24.83,1.57,7.81,90.69,10.9,24.16,26.07,99.1
2020,271,25.46,1.08,0.62,84.25,16.99,23.8,27.9,99.15
2020,272,25.47,1.8,3.98,85.62,20.94,23.32,28.01,99.12
2020,273,25.69,2.45,7.17,87.88,20.24,24.26,27.62,99.01
2020,274,25.29,2.13,2.57,87.88,21.07,24.12,27.02,98.97
2020,275,25.26,1.49,1.68,86.25,21.54,23.62,27.4,99.02
2020,276,25.42,1.59,3.76,84.12,23.8,23.48,28.08,99.03
2020,277,25.07,1.68,5.42,89.0,21.11,24.03,26.64,99.1
2020,278,25.1,1.88,1.56,87.69,19.8,23.83,27.05,99.2
2020,279,25.23,1.86,1.05,86.0,19.48,23.75,27.31,99.11
2020,280,25.83,2.03,3.26,86.62,20.83,23.8,28.38,99.03
2020,281,26.41,2.18,4.26,88.06,19.16,24.87,28.7,99.04
2020,282,26.62,1.66,5.39,88.12,18.92,24.97,29.34,98.97
2020,283,26.27,1.58,27.58,88.5,18.37,25.02,28.57,98.98
2020,284,25.79,1.38,27.62,87.69,13.7,24.6,27.62,99.01
2020,285,25.44,1.77,9.78,86.44,13.47,24.3,27.18,98.87
2020,286,25.37,2.81,49.8,91.38,8.35,24.42,26.67,98.66
2020,287,25.08,3.05,99.18,88.75,5.15,24.08,26.33,98.66
2020,288,25.51,3.27,54.43,89.5,9.83,24.6,26.65,98.72
2020,289,25.69,2.66,59.63,87.88,12.53,24.62,27.38,98.71
2020,290,25.64,1.98,10.87,86.19,20.83,24.21,27.83,98.76
2020,291,25.51,1.51,7.4,85.81,20.91,23.78,27.52,98.88
2020,292,25.58,1.01,3.49,84.06,20.98,24.08,27.75,98.96
2020,293,25.48,1.37,7.32,85.44,21.56,24.11,27.69,98.95
2020,294,25.51,2.01,6.69,88.69,15.96,24.12,27.45,98.91
2020,295,25.44,1.67,42.66,90.12,16.12,24.49,27.17,98.97
2020,296,25.22,1.36,27.5,88.81,14.34,23.85,27.58,98.95
2020,297,25.48,1.93,5.64,89.81,7.39,23.95,27.58,98.96
2020,298,25.56,2.11,5.98,89.06,17.47,24.32,27.36,99.07
2020,299,25.12,1.62,2.97,84.0,21.29,23.25,27.7,99.21
2020,300,25.93,1.12,0.35,82.5,21.93,23.37,29.23,99.18
2020,301,26.52,1.38,0.53,83.62,20.34,23.78,29.78,99.11
2020,302,26.58,0.98,0.9,81.0,20.65,23.55,29.99,99.16
2020,303,26.01,1.32,0.44,78.62,20.73,22.12,29.73,99.19
2020,304,26.42,1.13,0.34,78.88,20.31,23.07,29.92,99.15
2020,305,26.48,1.02,1.42,79.25,19.48,23.27,29.87,99.14
2020,306,26.37,1.04,1.54,81.88,17.5,23.83,29.63,99.24
2020,307,26.67,0.98,1.41,81.38,17.02,24.23,29.69,99.29
2020,308,26.46,0.98,0.67,84.44,15.76,24.25,29.22,99.25
2020,309,26.41,1.0,1.17,86.19,12.83,24.68,28.64,99.22
2020,310,25.65,0.93,8.24,85.06,17.4,24.12,27.68,99.24
2020,311,27.05,1.23,5.52,81.12,16.64,24.33,30.23,99.3
2020,312,27.1,0.95,1.11,81.38,18.4,24.2,29.99,99.35
2020,313,27.27,1.38,0.07,82.81,18.45,25.08,30.07,99.37
2020,314,26.78,1.49,0.02,80.06,20.07,24.33,29.97,99.28
2020,315,25.33,1.76,0.0,73.0,21.12,21.33,29.48,99.11
2020,316,24.69,1.73,0.0,70.94,22.3,20.2,29.44,99.16
2020,317,26.62,1.05,0.33,81.69,20.03,22.03,31.17,99.12
2020,318,27.08,1.22,2.62,83.25,19.89,24.67,30.24,99.13
2020,319,26.78,1.04,2.57,82.69,20.59,24.63,29.53,99.05
2020,320,27.41,1.52,1.63,80.06,20.29,24.12,31.07,98.98
2020,321,27.17,1.4,3.39,82.69,13.31,24.99,29.76,99.05
2020,322,26.5,1.71,2.74,84.19,16.15,24.13,29.28,99.02
2020,323,26.86,1.04,1.27,79.19,15.95,23.94,30.09,99.07
2020,324,26.28,1.35,0.81,84.25,18.23,23.98,28.84,99.11
2020,325,26.93,0.98,1.81,78.81,18.62,24.28,29.97,99.2
2020,326,26.09,0.85,0.47,73.5,20.99,22.61,29.89,99.27
2020,327,25.24,1.02,0.0,67.38,21.34,20.83,29.48,99.33
2020,328,25.13,0.93,0.0,64.81,16.71,20.2,29.61,99.34
2020,329,25.91,1.09,0.01,75.06,18.8,22.23,29.55,99.21
2020,330,26.69,1.48,0.0,76.5,19.62,23.5,30.19,99.06
2020,331,26.26,1.44,0.13,78.56,15.8,23.4,29.08,99.03
2020,332,25.55,1.76,0.2,77.0,20.21,21.91,29.3,99.16
2020,333,25.72,1.75,0.49,79.19,20.34,22.32,28.92,99.26
2020,334,26.85,1.03,0.09,75.5,18.59,23.76,30.02,99.31
2020,335,26.89,1.18,0.05,75.81,19.45,23.81,30.37,99.32
2020,336,26.08,1.4,0.02,73.81,20.85,22.5,29.98,99.34
2020,337,25.0,1.52,0.0,72.88,20.58,20.19,29.55,99.25
2020,338,26.02,1.55,0.02,75.56,14.66,21.99,30.19,99.13
2020,339,26.86,1.24,0.44,79.25,18.09,23.9,29.98,98.98
2020,340,26.92,1.26,0.03,77.62,19.27,23.31,30.48,99.04
2020,341,27.28,1.07,0.2,76.5,20.39,23.9,30.74,99.12
2020,342,27.16,1.06,2.13,79.38,17.45,24.54,30.22,99.25
2020,343,26.88,1.65,13.96,81.0,19.32,24.23,29.95,99.33
2020,344,26.62,1.38,9.57,81.69,20.18,24.14,29.55,99.27
2020,345,26.16,1.14,1.35,79.88,16.36,24.48,27.85,99.29
2020,346,25.5,0.88,4.25,82.38,17.44,22.83,27.94,99.32
2020,347,25.74,1.16,1.61,76.44,13.9,22.34,29.15,99.28
2020,348,25.73,0.86,0.04,79.12,15.62,22.98,28.72,99.2
2020,349,25.86,0.84,0.03,78.0,17.5,23.07,28.84,99.19
2020,350,25.83,0.98,0.0,71.44,18.15,22.6,29.3,99.3
2020,351,25.92,1.38,0.0,72.19,17.97,21.72,29.62,99.33
2020,352,26.53,1.27,0.05,74.19,17.1,23.37,29.69,99.32
2020,353,26.44,1.31,0.04,71.88,16.48,23.37,29.93,99.29
2020,354,25.94,1.55,0.0,73.25,19.78,22.12,30.19,99.33
2020,355,25.51,1.87,0.0,71.12,18.69,22.37,29.53,99.38
2020,356,24.37,1.94,0.0,67.38,18.72,20.39,28.72,99.29
2020,357,25.16,1.37,0.01,66.88,18.49,20.7,29.12,99.24
2020,358,26.23,0.93,0.72,70.56,17.46,23.12,29.4,99.17
2020,359,26.46,0.95,0.27,77.69,16.27,23.74,29.67,99.08
2020,360,26.72,1.08,0.23,77.38,16.21,24.26,29.7,99.12
2020,361,26.54,1.29,0.1,72.75,17.21,23.37,30.22,99.23
2020,362,25.57,1.37,0.0,68.06,19.45,21.34,30.27,99.22
2020,363,25.21,1.41,0.0,68.62,19.16,20.33,30.15,99.18
2020,364,25.76,1.27,0.0,64.69,16.72,21.02,30.33,99.13
2020,365,26.77,1.59,0.18,73.0,18.56,22.68,31.19,99.08
2020,366,27.55,1.03,0.27,73.31,16.92,24.38,31.4,99.12
2021,1,25.75,1.21,0.05,68.38,19.26,23.0,28.55,99.22
2021,2,25.69,1.52,0.0,64.88,19.5,21.19,30.65,99.22
2021,3,27.06,1.4,0.14,69.94,19.99,23.59,31.24,99.1
2021,4,26.88,0.95,0.75,74.38,11.74,24.17,30.37,99.1
2021,5,25.67,1.24,1.1,79.44,18.7,23.83,27.95,99.17
2021,6,26.02,1.45,17.95,82.12,15.09,24.12,28.97,99.16
2021,7,25.72,1.12,26.93,86.62,19.53,24.4,27.51,98.99
2021,8,25.25,1.17,7.26,87.88,5.89,24.23,26.19,98.95
