Year,DayOfYear,T2M,WS2M,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,T2M_MIN,T2M_MAX,PS
2020,67,24.32,2.0,3.2,66.5,18.66,22.16,28.61,92.18
2020,68,27.43,2.05,0.0,57.06,20.45,21.34,34.42,92.12
2020,69,28.06,2.2,0.0,50.81,20.73,20.88,34.78,92.02
2020,70,28.52,2.6,0.0,39.56,22.28,20.59,36.21,92.01
2020,71,28.05,2.27,0.0,43.62,22.83,19.68,35.58,92.05
2020,72,28.15,2.37,0.0,36.06,23.45,20.19,36.26,92.15
2020,73,27.58,3.43,0.0,34.62,26.0,19.12,36.58,92.16
2020,74,27.58,2.98,0.0,41.56,25.98,18.65,36.74,92.06
2020,75,27.89,3.17,0.0,46.0,25.52,19.26,37.23,92.03
2020,76,28.06,3.09,0.0,45.75,26.1,19.62,37.34,92.14
2020,77,27.98,3.82,0.0,40.62,26.92,19.47,37.15,92.27
2020,78,27.65,3.16,0.0,35.06,27.34,18.4,37.14,92.23
2020,79,28.48,2.3,0.0,34.81,25.77,19.64,36.86,92.13
2020,80,28.68,2.45,0.58,37.44,21.06,21.44,35.26,92.11
2020,81,28.26,2.2,0.02,33.31,26.07,21.36,36.0,92.12
2020,82,29.44,1.91,0.0,37.0,24.23,20.98,36.77,92.08
2020,83,30.09,2.07,2.46,35.06,22.38,24.49,36.06,92.02
2020,84,29.12,3.08,0.06,36.75,24.22,21.69,37.14,91.91
2020,85,28.24,3.45,0.0,42.31,23.64,19.97,36.13,91.93
2020,86,28.26,3.68,0.0,40.75,26.21,19.83,36.98,91.98
2020,87,27.4,3.46,0.0,41.38,26.21,18.01,36.76,92.17
2020,88,27.35,3.39,0.0,33.75,26.71,17.69,37.22,92.1
2020,89,27.83,3.05,0.0,27.56,27.58,18.38,37.37,92.01
2020,90,27.89,3.73,0.0,31.25,27.45,18.77,37.32,92.06
2020,91,28.17,3.45,0.0,31.12,27.34,18.17,37.74,92.1
2020,92,28.78,3.13,0.0,35.25,26.69,19.19,38.03,92.06
2020,93,29.87,3.34,0.0,36.12,25.08,21.23,38.37,91.95
2020,94,29.62,3.73,0.0,36.56,24.69,21.98,38.22,91.99
2020,95,28.9,3.28,0.0,36.38,27.01,19.56,38.5,92.07
2020,96,29.31,2.93,0.01,44.06,25.51,20.23,38.25,92.13
2020,97,28.93,2.21,2.49,51.5,22.04,23.51,34.98,92.17
2020,98,25.92,2.26,5.61,60.0,18.31,22.83,31.03,92.15
2020,99,28.15,0.96,0.43,50.44,21.11,20.22,35.0,92.13
2020,100,27.58,2.16,7.64,55.0,23.64,22.28,33.9,92.12
2020,101,27.65,3.04,0.46,52.12,22.39,21.26,35.24,92.13
2020,102,27.11,3.1,0.0,52.31,26.39,20.24,34.67,92.25
2020,103,28.04,3.12,0.0,44.75,26.53,20.64,35.94,92.2
2020,104,28.5,3.67,0.0,36.69,26.5,20.22,36.95,92.07
2020,105,28.3,4.16,0.0,30.31,27.02,19.48,37.39,92.1
2020,106,28.16,3.45,0.0,31.38,26.86,18.83,37.57,92.16
2020,107,28.98,3.39,0.0,41.25,25.52,19.83,37.74,92.03
2020,108,29.95,3.48,0.0,43.94,25.89,21.16,38.27,91.96
2020,109,30.47,3.92,0.0,41.81,24.53,22.12,38.57,92.0
2020,110,30.12,4.0,0.0,41.94,25.21,22.34,38.45,91.97
2020,111,29.44,3.96,0.0,42.0,27.18,20.78,38.15,91.99
2020,112,29.55,2.84,0.0,33.94,27.12,20.1,38.69,92.0
2020,113,30.37,2.6,0.0,44.0,24.15,21.93,37.65,91.94
2020,114,31.01,1.84,1.29,43.75,22.7,24.73,36.9,91.93
2020,115,29.52,1.9,1.94,51.94,17.75,24.69,35.13,91.94
2020,116,28.2,2.42,0.88,59.94,21.19,24.73,32.33,91.93
2020,117,29.59,2.79,0.39,52.75,21.38,24.18,36.02,91.97
2020,118,29.12,2.55,0.76,52.38,24.11,24.56,34.65,92.03
2020,119,27.81,2.52,24.29,65.12,22.74,22.96,35.46,91.99
2020,120,25.21,2.84,10.03,70.94,12.26,22.26,29.92,92.04
2020,121,27.66,2.44,0.01,59.06,24.59,20.9,35.24,92.04
2020,122,28.38,2.27,0.62,58.88,24.11,22.39,35.2,92.02
2020,123,28.8,1.98,0.07,57.25,21.29,22.85,35.53,91.89
2020,124,28.9,2.06,0.22,55.25,23.14,22.55,35.93,91.88
2020,125,30.13,2.24,0.03,50.12,25.41,23.74,37.3,91.97
2020,126,29.86,2.19,0.0,52.19,23.72,24.26,36.08,91.92
2020,127,28.58,2.55,0.09,55.75,22.48,23.26,34.89,91.88
2020,128,28.34,1.62,1.37,61.31,19.38,23.81,33.55,91.93
2020,129,28.9,2.19,0.7,56.69,21.51,22.77,35.33,91.92
2020,130,29.51,2.82,0.0,49.56,25.9,23.21,35.98,91.91
2020,131,29.23,3.66,0.0,48.56,24.12,22.66,36.0,91.95
2020,132,29.2,3.47,0.0,45.62,22.02,22.23,36.25,91.95
2020,133,28.68,3.2,0.0,50.75,22.63,23.58,34.93,91.91
2020,134,29.65,2.65,0.06,38.25,24.61,21.67,37.6,91.8
2020,135,30.14,3.07,0.04,45.0,25.02,24.46,36.68,91.74
2020,136,30.28,2.91,0.0,39.69,24.44,22.96,38.63,91.64
2020,137,30.47,3.09,0.0,39.44,20.11,22.98,37.26,91.6
2020,138,29.16,2.49,2.27,52.38,18.54,24.76,35.55,91.57
2020,139,25.74,5.12,3.54,71.81,18.13,23.05,29.75,91.53
2020,140,27.62,5.62,0.31,62.38,19.37,22.08,34.94,91.46
2020,141,28.89,4.49,0.0,55.69,22.5,22.19,36.39,91.51
2020,142,29.32,3.8,0.8,55.0,24.13,21.98,36.92,91.63
2020,143,29.12,3.68,0.03,50.06,26.04,21.62,37.19,91.7
2020,144,30.64,2.02,0.0,44.31,25.21,22.45,37.91,91.7
2020,145,31.29,2.59,2.89,45.25,24.87,25.05,37.95,91.77
2020,146,30.14,1.83,3.36,56.0,22.02,24.17,35.96,91.84
2020,147,29.44,1.92,3.42,61.44,23.44,23.58,35.92,91.86
2020,148,27.84,1.8,6.4,70.62,22.72,23.88,31.92,91.86
2020,149,27.69,2.22,2.92,69.06,25.38,22.88,32.76,91.77
2020,150,24.69,2.83,18.63,77.56,25.28,22.24,28.6,91.84
2020,151,26.02,1.28,3.38,73.06,19.89,21.26,30.73,91.85
2020,152,26.71,2.68,1.46,69.19,21.17,22.19,32.74,91.85
2020,153,25.73,2.76,4.82,75.44,19.81,22.72,29.28,91.93
2020,154,25.39,3.35,0.74,72.06,22.29,22.0,29.34,91.86
2020,155,24.65,4.21,0.04,76.94,16.32,21.71,28.87,91.81
2020,156,24.57,3.45,0.0,76.25,18.83,21.56,28.66,91.85
2020,157,25.87,3.46,0.85,68.88,21.28,20.73,31.99,91.87
2020,158,24.95,3.55,3.23,71.94,21.42,20.29,31.12,91.84
2020,159,26.2,4.1,0.15,64.88,22.39,20.26,33.31,91.78
2020,160,25.32,4.34,0.02,64.19,24.48,20.98,30.81,91.77
2020,161,25.46,4.13,0.0,59.12,20.05,19.18,32.38,91.77
2020,162,25.84,4.88,1.4,67.38,16.91,20.4,32.39,91.63
2020,163,23.3,4.87,8.27,82.25,13.68,20.83,26.28,91.5
2020,164,23.69,5.45,8.63,74.25,16.14,19.71,28.9,91.46
2020,165,24.91,5.51,0.31,67.06,20.23,19.61,32.15,91.54
2020,166,24.31,6.07,0.15,68.44,19.33,19.39,30.39,91.67
2020,167,26.01,5.16,0.23,68.88,19.13,20.66,33.32,91.58
2020,168,25.98,5.34,0.44,69.94,18.21,21.58,32.37,91.53
2020,169,24.92,4.62,0.07,74.38,11.88,21.99,29.9,91.61
2020,170,24.9,4.55,0.01,71.25,13.33,20.46,31.13,91.76
2020,171,24.39,4.38,0.04,71.0,19.08,20.37,30.32,91.82
2020,172,25.44,4.34,0.04,65.69,20.85,20.23,31.82,91.77
2020,173,25.55,4.54,1.55,66.0,18.78,20.14,32.5,91.69
2020,174,24.35,4.29,1.15,71.62,20.3,20.79,28.77,91.61
2020,175,24.54,3.87,8.51,64.81,23.64,19.14,31.72,91.7
2020,176,25.0,2.73,25.1,70.25,20.78,19.19,31.76,91.72
2020,177,24.56,1.7,41.38,78.25,21.65,20.78,29.79,91.62
2020,178,24.82,2.06,3.34,79.06,20.54,21.34,28.9,91.57
2020,179,23.61,2.35,23.9,85.69,16.94,21.65,26.0,91.63
2020,180,23.71,3.03,10.08,85.88,17.77,21.37,26.83,91.65
2020,181,24.06,2.51,9.86,84.94,18.23,21.2,27.24,91.56
2020,182,23.76,3.17,13.7,82.19,19.82,21.25,27.33,91.53
2020,183,23.21,3.66,0.03,81.06,20.31,19.99,26.88,91.65
2020,184,22.54,5.02,3.6,81.06,13.14,19.4,27.11,91.66
2020,185,23.05,4.72,5.27,82.19,19.22,19.75,27.64,91.61
2020,186,23.87,5.36,0.78,77.75,15.16,19.84,29.4,91.56
2020,187,23.18,5.24,0.44,77.0,17.4,19.33,28.98,91.61
2020,188,24.05,4.71,0.12,76.62,14.71,19.45,29.91,91.59
2020,189,23.98,4.48,0.53,77.88,18.21,19.98,29.69,91.69
2020,190,22.97,2.92,9.58,85.69,19.87,20.8,25.72,91.8
2020,191,22.59,2.32,45.79,87.56,18.33,19.12,25.87,91.7
2020,192,23.02,2.73,5.25,82.56,16.5,19.89,26.78,91.77
2020,193,22.78,2.4,0.56,83.25,21.8,19.96,26.78,91.76
2020,194,23.75,2.55,6.53,82.44,20.22,20.44,27.79,91.68
2020,195,23.13,3.05,1.29,82.69,19.63,19.64,27.0,91.63
2020,196,23.08,3.7,0.95,84.38,11.5,20.4,27.08,91.62
2020,197,23.01,4.38,4.48,82.19,14.37,20.08,27.41,91.55
2020,198,22.98,4.24,4.95,81.12,12.51,19.56,27.33,91.51
2020,199,23.04,3.58,0.26,81.12,16.35,19.95,27.51,91.54
2020,200,23.89,2.3,11.46,82.19,17.82,19.87,28.78,91.62
2020,201,23.43,1.88,21.59,83.56,18.16,20.69,26.99,91.71
2020,202,23.56,1.81,9.74,86.12,19.47,20.73,26.99,91.59
2020,203,24.32,2.13,0.36,80.06,24.52,20.38,29.01,91.64
2020,204,24.39,2.48,0.4,80.31,22.03,20.8,29.42,91.71
2020,205,24.45,1.17,6.05,80.5,17.56,20.85,29.11,91.66
2020,206,23.51,1.72,11.98,83.75,17.31,20.91,26.46,91.75
2020,207,23.35,1.8,8.02,81.56,18.57,20.53,27.82,91.83
2020,208,22.79,2.49,0.34,83.5,19.45,20.42,26.58,91.96
2020,209,23.55,3.59,0.84,79.69,22.12,19.05,28.83,91.86
2020,210,23.23,2.91,3.79,85.38,19.42,20.02,27.21,91.69
2020,211,22.73,2.39,0.86,86.25,10.26,20.67,25.7,91.58
2020,212,23.36,2.2,7.17,86.25,18.53,20.6,27.18,91.59
2020,213,23.15,2.25,24.02,87.75,19.82,20.78,26.7,91.59
2020,214,22.93,3.0,39.28,87.5,19.31,20.4,26.66,91.65
2020,215,22.94,3.73,3.75,85.06,20.44,19.33,26.95,91.6
2020,216,22.92,5.0,1.51,84.06,15.05,18.96,27.32,91.5
2020,217,22.65,6.6,1.94,83.06,10.25,20.65,26.3,91.39
2020,218,23.6,7.32,1.69,79.62,13.22,21.19,27.73,91.22
2020,219,24.44,5.75,0.54,80.75,17.08,21.3,28.97,91.36
2020,220,24.09,5.12,0.12,82.44,14.82,21.25,28.08,91.65
2020,221,22.73,4.73,1.92,84.75,16.6,20.23,26.4,91.73
2020,222,22.06,4.34,3.25,85.12,13.04,19.53,25.26,91.67
2020,223,21.95,3.41,0.76,88.06,14.86,19.47,25.6,91.69
2020,224,23.1,4.15,1.54,82.88,17.38,19.92,27.65,91.82
2020,225,22.8,4.03,0.01,84.5,16.66,19.91,26.73,91.9
2020,226,22.68,3.95,0.15,84.69,16.02,19.7,26.7,91.77
2020,227,22.78,4.2,0.07,83.38,13.83,19.73,27.4,91.65
2020,228,23.21,4.48,0.05,81.06,11.72,19.46,29.26,91.67
2020,229,23.26,3.94,0.63,83.25,9.76,19.97,27.45,91.72
2020,230,23.66,3.73,2.16,83.0,13.74,19.61,28.53,91.67
2020,231,23.47,3.62,2.04,84.06,16.26,20.19,28.04,91.73
2020,232,23.85,3.86,0.35,81.81,14.32,19.65,29.33,91.64
2020,233,23.21,3.77,0.03,83.69,11.65,19.69,27.71,91.65
2020,234,23.81,3.5,0.31,82.0,15.43,19.81,28.72,91.8
2020,235,23.92,3.0,4.8,83.06,18.32,19.87,28.8,91.9
2020,236,23.44,2.29,5.93,84.81,17.31,19.55,27.7,91.87
2020,237,24.26,1.84,6.01,81.5,18.46,19.88,28.82,91.88
2020,238,24.42,2.05,0.0,79.81,22.19,20.73,29.02,91.95
2020,239,23.45,2.12,1.04,83.06,21.34,20.05,27.02,91.97
2020,240,23.51,2.38,0.5,82.31,18.91,20.55,27.76,91.86
2020,241,23.76,2.66,0.0,79.19,22.84,19.61,28.8,91.79
2020,242,24.74,2.51,0.0,77.5,21.88,19.77,30.61,91.76
2020,243,24.05,2.05,4.57,83.31,22.6,20.82,27.71,91.83
2020,244,23.84,2.16,5.29,83.0,21.93,20.82,28.17,91.89
2020,245,22.87,3.13,6.87,88.5,17.24,20.57,25.94,91.81
2020,246,22.98,2.72,10.53,88.44,13.12,20.94,25.95,91.78
2020,247,23.15,2.2,7.58,86.19,20.19,19.87,27.42,91.78
2020,248,24.33,1.95,1.42,82.31,19.68,20.16,29.44,91.74
2020,249,24.75,1.91,0.32,81.44,20.53,20.5,29.89,91.67
2020,250,24.54,1.49,0.24,83.31,22.82,20.71,28.69,91.65
2020,251,24.15,1.82,5.81,84.06,22.38,21.19,27.93,91.71
2020,252,24.13,1.12,9.5,83.5,18.39,20.85,28.35,91.75
2020,253,23.91,1.33,20.21,84.38,19.06,19.8,28.14,91.65
2020,254,22.05,1.71,2.46,90.81,20.07,20.97,23.9,91.53
2020,255,22.12,3.35,0.85,88.44,15.66,20.21,24.47,91.57
2020,256,21.84,3.88,5.8,86.38,13.33,19.05,26.19,91.83
2020,257,20.84,3.91,15.54,84.75,10.96,17.62,24.74,91.88
2020,258,21.97,4.45,8.33,81.88,10.01,18.44,27.31,91.75
2020,259,22.71,3.77,4.22,83.38,17.54,18.19,28.23,91.74
2020,260,23.23,3.45,0.81,84.19,14.68,19.26,28.3,91.75
2020,261,22.68,3.26,4.47,85.31,17.32,19.23,27.79,91.81
2020,262,22.65,3.8,17.82,87.5,17.95,19.9,26.48,91.69
2020,263,22.17,3.7,5.33,88.62,13.7,19.69,25.99,91.5
2020,264,21.58,5.08,4.03,86.5,9.75,18.83,25.48,91.45
2020,265,21.0,5.58,1.59,83.69,15.34,18.19,25.16,91.48
2020,266,21.3,4.98,0.07,80.88,15.53,17.94,26.94,91.62
2020,267,22.17,3.98,0.03,80.81,22.84,16.62,28.41,91.75
2020,268,22.72,3.17,0.01,81.44,19.25,18.95,28.01,91.94
2020,269,22.19,1.89,28.55,87.19,21.64,18.38,27.37,91.89
2020,270,21.04,3.3,5.81,90.62,9.3,19.52,23.44,91.89
2020,271,22.15,2.28,0.06,86.12,15.83,18.91,26.63,91.95
2020,272,23.08,2.13,0.86,84.5,20.47,18.76,27.95,91.91
2020,273,22.73,2.61,21.83,90.0,16.1,20.07,26.77,91.77
2020,274,22.26,2.72,9.64,89.06,14.4,20.03,25.44,91.75
2020,275,21.76,2.98,0.23,84.5,17.9,18.93,26.35,91.81
2020,276,22.85,1.95,0.72,83.12,20.26,18.01,28.08,91.81
2020,277,22.56,2.8,0.69,87.88,18.35,20.08,26.28,91.85
2020,278,21.09,2.88,1.36,88.31,15.87,19.37,23.76,91.97
2020,279,22.04,2.88,0.04,82.88,19.56,19.01,27.12,91.9
2020,280,22.7,2.04,0.21,84.06,22.35,17.83,28.02,91.84
2020,281,23.16,2.11,0.3,84.81,18.64,19.23,27.55,91.88
2020,282,22.77,1.19,0.05,81.5,20.99,19.25,26.3,91.87
2020,283,23.56,0.7,5.25,80.06,17.35,19.68,27.84,91.84
2020,284,22.28,1.94,45.22,92.62,17.62,19.95,25.15,91.8
2020,285,21.59,2.41,7.14,90.06,10.69,19.3,24.69,91.65
2020,286,22.19,3.25,30.94,89.62,15.24,19.21,26.37,91.45
2020,287,21.64,3.52,5.26,92.12,12.99,19.58,24.5,91.38
2020,288,21.96,4.55,0.86,86.94,16.45,18.83,27.13,91.46
2020,289,22.4,3.77,0.13,86.0,14.31,19.07,27.37,91.55
2020,290,22.73,2.09,0.06,84.38,20.86,18.52,27.83,91.62
2020,291,22.58,1.19,0.93,80.31,18.84,18.22,26.94,91.73
2020,292,22.54,1.3,1.24,86.69,14.07,19.0,26.65,91.79
2020,293,22.65,1.59,9.77,88.75,15.23,20.06,26.01,91.76
2020,294,22.14,1.6,22.02,90.25,10.23,19.93,25.74,91.72
2020,295,22.01,1.56,9.66,90.31,11.47,19.73,26.06,91.77
2020,296,22.01,1.37,5.71,89.75,14.1,18.98,26.3,91.76
2020,297,22.56,1.22,7.38,89.0,14.75,19.86,26.2,91.8
2020,298,23.11,1.01,0.72,86.06,17.62,19.73,27.64,91.93
2020,299,23.03,0.75,0.84,84.19,18.94,19.44,27.44,92.05
2020,300,22.87,1.42,0.1,82.12,21.31,18.71,27.58,92.08
2020,301,21.49,1.73,0.0,85.81,21.38,16.85,26.8,92.06
2020,302,21.24,1.83,0.0,85.44,20.83,17.71,26.37,92.13
2020,303,20.64,1.86,1.17,87.69,15.04,17.01,25.4,92.15
2020,304,21.24,1.62,0.05,83.06,17.04,16.61,26.64,92.1
2020,305,21.87,1.47,0.0,78.81,19.61,17.99,27.23,92.09
2020,306,22.14,1.21,0.01,80.75,19.29,17.98,27.54,92.15
2020,307,22.25,1.3,0.05,83.75,19.18,18.27,27.39,92.22
2020,308,22.38,1.69,0.0,85.38,17.9,18.16,27.64,92.21
2020,309,22.65,2.01,0.03,86.31,14.67,18.96,27.45,92.16
2020,310,22.2,1.96,4.39,85.62,15.85,18.5,27.02,92.21
2020,311,22.68,1.81,3.63,86.38,17.82,18.86,27.38,92.29
2020,312,23.1,2.31,0.85,86.5,19.61,19.89,27.44,92.33
2020,313,22.43,2.68,0.43,87.19,16.62,19.15,26.94,92.39
2020,314,20.76,2.02,0.01,85.44,20.23,15.95,26.16,92.29
2020,315,18.43,1.96,0.0,81.12,22.46,12.72,25.48,92.11
2020,316,19.08,2.28,14.91,88.88,21.38,11.58,25.94,92.13
2020,317,21.79,2.39,9.29,90.44,12.42,18.55,26.05,92.15
2020,318,22.12,2.76,6.0,88.81,12.09,19.26,26.48,92.16
2020,319,21.96,2.9,0.57,87.44,17.33,18.87,26.62,92.09
2020,320,22.23,2.94,7.69,90.12,9.93,18.17,27.37,92.04
2020,321,22.18,2.9,7.29,89.19,11.76,19.8,25.98,92.11
2020,322,21.94,2.77,2.68,87.44,14.02,18.76,26.58,92.07
2020,323,21.94,2.23,0.39,86.81,17.76,18.43,26.9,92.09
2020,324,21.86,2.55,0.0,86.0,19.73,17.95,27.04,92.12
2020,325,20.85,2.18,0.0,81.69,21.42,16.39,26.86,92.2
2020,326,19.21,1.71,0.0,77.94,22.53,13.94,26.1,92.24
2020,327,18.32,1.83,0.0,75.0,21.13,11.91,26.03,92.27
2020,328,19.0,1.73,0.0,82.69,17.0,11.09,25.72,92.26
2020,329,21.04,2.27,0.05,87.19,15.03,17.4,25.56,92.16
2020,330,20.94,3.7,7.75,89.19,12.38,17.83,25.42,92.02
2020,331,19.15,5.65,51.35,95.25,3.1,18.12,20.51,91.8
2020,332,19.07,4.22,9.17,91.88,10.0,16.88,22.49,91.98
2020,333,20.76,2.28,2.82,88.12,13.06,17.31,26.16,92.21
2020,334,21.15,2.55,0.39,87.94,10.83,17.86,25.9,92.31
2020,335,20.68,2.74,0.23,88.19,18.68,17.43,25.31,92.33
2020,336,19.61,2.43,0.0,83.31,19.73,16.06,24.76,92.36
2020,337,19.38,2.68,0.83,84.94,17.39,15.45,25.12,92.23
2020,338,19.93,3.36,3.76,91.56,7.24,16.4,23.97,92.1
2020,339,20.99,3.48,2.31,91.12,8.1,18.44,24.82,91.99
2020,340,21.19,3.16,1.33,88.06,10.42,17.75,25.99,92.05
2020,341,21.9,3.64,5.65,88.75,10.58,19.18,26.62,92.14
2020,342,21.9,3.2,5.92,89.81,10.3,18.83,26.43,92.27
2020,343,21.62,2.94,2.88,87.31,13.11,18.69,26.4,92.35
2020,344,21.33,2.69,2.84,87.69,11.7,18.1,26.6,92.26
2020,345,19.57,1.71,0.01,78.5,20.44,15.24,25.87,92.26
2020,346,18.76,1.82,0.0,78.69,20.5,14.23,25.87,92.27
2020,347,18.42,1.79,0.0,78.94,20.43,13.36,25.57,92.24
2020,348,18.82,1.45,0.0,77.62,19.56,12.33,26.11,92.14
2020,349,19.13,2.05,0.0,81.19,19.73,14.03,26.22,92.14
2020,350,19.02,2.52,0.0,81.12,19.66,13.79,24.83,92.29
2020,351,20.59,2.7,0.09,85.25,12.87,16.53,26.01,92.32
2020,352,20.9,2.99,0.02,86.06,10.91,17.55,26.11,92.3
2020,353,20.05,2.69,0.0,84.19,19.69,16.22,25.07,92.31
2020,354,20.04,2.79,0.0,85.88,15.25,16.5,25.54,92.35
2020,355,19.04,2.77,0.0,83.75,13.05,14.27,25.0,92.4
2020,356,17.11,2.29,0.0,82.19,19.89,12.36,24.4,92.28
2020,357,17.98,1.97,0.0,79.19,20.21,11.73,25.83,92.19
2020,358,19.36,1.82,0.0,80.19,17.96,14.34,26.24,92.12
2020,359,20.15,1.88,0.0,81.19,18.78,14.66,27.2,92.05
2020,360,19.94,2.22,0.0,83.5,19.91,15.62,26.4,92.13
2020,361,18.47,2.25,0.0,80.75,18.98,13.98,25.42,92.23
2020,362,17.97,1.96,0.0,81.75,19.7,12.73,25.62,92.2
2020,363,18.19,1.48,0.0,75.81,19.09,12.51,25.68,92.14
2020,364,19.67,2.24,0.0,78.44,18.21,14.26,26.52,92.13
2020,365,20.96,2.77,0.24,83.88,18.22,16.1,27.21,92.12
2020,366,21.01,3.35,0.82,85.0,11.44,17.15,26.78,92.18
2021,1,18.59,2.9,0.2,82.69,17.72,14.96,24.51,92.25
2021,2,19.62,2.55,0.03,84.62,11.97,14.08,26.17,92.22
2021,3,20.8,2.73,0.01,81.56,15.21,16.4,26.9,92.1
2021,4,20.87,3.02,0.01,80.62,9.16,16.96,27.01,92.1
2021,5,21.07,2.44,0.25,86.94,12.71,16.5,26.33,92.13
2021,6,21.97,2.3,18.53,85.94,9.42,17.97,26.75,92.07
2021,7,21.48,2.45,2.53,86.62,8.83,18.47,25.93,91.95
2021,8,22.15,2.23,0.48,84.62,13.45,17.94,27.64,91.89
