Year,DayOfYear,T2M,WS2M,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,T2M_MIN,T2M_MAX,PS
2020,67,25.12,2.59,2.27,64.69,18.26,21.65,30.59,91.86
2020,68,27.45,2.53,0.01,56.56,20.98,21.44,34.19,91.83
2020,69,27.77,2.48,0.0,51.25,20.39,20.91,34.79,91.74
2020,70,27.83,2.8,0.0,41.38,23.53,19.45,36.18,91.74
2020,71,27.55,2.52,0.0,45.62,23.94,18.92,35.79,91.76
2020,72,27.49,2.69,0.0,38.88,24.52,19.15,36.13,91.86
2020,73,26.77,3.12,0.0,37.81,25.79,17.7,35.91,91.88
2020,74,27.04,2.95,0.0,46.06,26.1,17.73,36.57,91.77
2020,75,27.66,3.19,0.0,48.5,25.69,19.48,37.32,91.74
2020,76,27.79,3.3,0.0,47.31,25.27,19.96,37.08,91.86
2020,77,27.15,3.77,0.0,44.44,26.62,18.75,36.33,91.99
2020,78,26.86,3.09,0.0,39.12,26.81,17.08,36.55,91.95
2020,79,27.67,2.07,0.0,36.56,26.11,18.55,36.72,91.85
2020,80,27.68,2.12,1.09,41.88,20.07,19.95,34.7,91.84
2020,81,28.43,1.77,0.04,38.94,23.79,20.95,36.53,91.81
2020,82,29.08,1.79,0.0,39.06,23.56,20.85,36.16,91.79
2020,83,28.9,2.58,2.89,40.75,18.7,23.33,34.95,91.76
2020,84,28.3,2.94,0.09,39.56,23.99,21.2,36.53,91.63
2020,85,27.52,3.13,0.0,46.0,21.6,19.2,35.55,91.65
2020,86,27.58,3.49,0.0,44.69,24.18,19.01,36.55,91.69
2020,87,26.97,3.25,0.0,45.88,25.52,18.62,36.16,91.87
2020,88,26.95,2.97,0.0,36.75,26.16,17.4,37.03,91.8
2020,89,27.09,2.82,0.0,32.75,26.81,17.07,36.95,91.71
2020,90,27.53,3.42,0.0,32.88,27.29,18.18,37.32,91.76
2020,91,27.62,3.23,0.0,34.75,27.04,17.54,37.33,91.81
2020,92,28.3,2.98,0.0,37.94,27.53,18.44,37.69,91.76
2020,93,29.21,2.91,0.0,38.25,26.14,20.29,38.01,91.66
2020,94,28.88,3.38,0.0,39.56,26.26,21.26,37.53,91.72
2020,95,28.26,2.8,0.0,41.62,27.36,18.55,38.12,91.78
2020,96,29.15,2.94,0.1,47.38,25.84,20.81,37.8,91.85
2020,97,28.42,1.91,2.52,53.75,21.23,22.95,34.6,91.88
2020,98,24.66,2.0,7.19,64.5,15.32,22.11,28.24,91.87
2020,99,27.53,0.77,0.95,53.88,21.73,19.84,34.39,91.83
2020,100,26.69,2.28,9.77,61.56,22.75,21.92,33.34,91.82
2020,101,26.87,2.77,0.41,55.38,21.32,20.4,34.51,91.86
2020,102,26.52,2.96,0.0,55.19,25.17,19.9,34.51,91.96
2020,103,27.22,2.76,0.0,47.94,25.99,19.84,35.36,91.91
2020,104,27.78,3.33,0.0,41.06,26.82,19.8,36.28,91.77
2020,105,27.55,3.76,0.0,35.38,27.45,18.51,36.8,91.8
2020,106,27.19,2.76,0.0,38.88,27.77,17.33,36.85,91.87
2020,107,28.34,3.02,0.0,45.81,26.6,18.91,37.13,91.74
2020,108,29.48,3.26,0.0,46.88,25.38,21.32,37.87,91.68
2020,109,29.79,3.6,0.0,45.44,24.0,21.81,37.98,91.72
2020,110,29.34,3.8,0.0,46.81,25.03,22.26,37.7,91.69
2020,111,28.78,3.56,0.0,45.44,27.06,20.62,37.56,91.7
2020,112,28.88,2.36,0.0,39.62,27.04,18.92,38.3,91.71
2020,113,29.84,2.43,0.0,46.25,23.98,21.46,36.8,91.66
2020,114,30.2,2.07,1.45,47.31,23.44,24.62,36.12,91.65
2020,115,28.8,1.81,2.17,55.44,18.48,23.51,34.62,91.64
2020,116,27.87,1.78,0.79,62.31,19.63,24.7,33.72,91.63
2020,117,28.37,2.95,1.76,56.88,20.11,23.73,35.59,91.69
2020,118,27.47,2.03,1.09,60.25,19.72,23.45,33.02,91.77
2020,119,26.61,2.16,21.68,71.5,20.67,22.53,33.55,91.73
2020,120,23.42,2.53,11.6,79.25,10.95,21.12,26.2,91.77
2020,121,27.24,2.07,0.02,60.38,24.75,19.94,35.16,91.74
2020,122,27.99,1.8,0.7,60.06,23.44,21.56,35.3,91.72
2020,123,28.73,1.6,0.05,57.0,21.6,22.43,35.76,91.59
2020,124,28.56,1.95,0.25,55.38,22.93,22.23,35.13,91.59
2020,125,29.79,2.2,0.06,49.5,25.13,23.27,37.13,91.67
2020,126,29.44,2.33,0.0,50.81,25.12,24.14,36.37,91.63
2020,127,28.44,2.17,0.12,55.62,21.6,22.73,34.72,91.59
2020,128,28.37,1.36,0.4,59.38,20.59,23.28,34.05,91.63
2020,129,28.37,2.02,0.13,57.62,21.56,22.55,34.15,91.63
2020,130,29.51,2.9,0.0,49.19,25.97,22.85,36.73,91.61
2020,131,28.75,3.23,0.0,49.69,24.51,22.57,35.33,91.66
2020,132,28.58,3.18,0.0,49.5,21.29,21.83,35.87,91.66
2020,133,27.77,2.67,0.0,53.56,22.55,22.87,33.99,91.63
2020,134,29.06,2.15,0.04,39.19,22.17,20.58,37.3,91.52
2020,135,29.42,2.59,0.03,46.44,23.54,23.99,35.15,91.46
2020,136,30.03,2.56,0.0,40.0,22.69,23.07,38.69,91.34
2020,137,30.25,2.88,0.0,40.31,18.6,22.62,37.23,91.29
2020,138,28.65,2.27,2.51,54.06,19.35,24.55,35.0,91.26
2020,139,25.75,5.31,2.34,70.19,18.17,21.99,30.4,91.23
2020,140,27.45,5.46,0.17,61.88,19.73,22.04,34.57,91.17
2020,141,28.54,4.35,0.0,57.06,21.92,22.27,36.37,91.23
2020,142,28.75,3.61,0.95,55.81,23.91,21.65,36.69,91.36
2020,143,28.84,3.67,0.02,49.31,23.07,21.06,37.49,91.4
2020,144,30.62,1.73,0.0,42.06,22.11,22.06,38.35,91.4
2020,145,30.83,2.38,4.31,46.0,23.65,25.48,36.89,91.47
2020,146,28.98,1.5,3.89,61.44,23.72,23.62,35.09,91.55
2020,147,28.8,1.74,3.2,64.75,23.78,23.1,35.33,91.56
2020,148,27.39,1.88,9.34,73.56,21.52,23.32,32.48,91.56
2020,149,27.16,1.88,5.72,71.56,23.9,22.74,31.96,91.49
2020,150,24.53,2.52,20.41,80.31,24.56,22.23,28.11,91.55
2020,151,25.68,1.33,1.5,72.94,19.96,21.33,30.45,91.55
2020,152,26.36,2.35,0.46,70.31,22.01,21.78,32.1,91.55
2020,153,25.15,2.48,2.68,77.56,20.57,22.06,28.65,91.64
2020,154,25.15,3.09,0.43,72.44,20.15,21.76,29.67,91.58
2020,155,24.3,3.56,0.03,77.62,19.51,21.54,28.34,91.54
2020,156,24.02,3.49,0.0,78.75,19.96,21.23,28.34,91.57
2020,157,25.25,3.42,0.55,71.75,21.71,20.45,30.74,91.59
2020,158,24.44,3.29,3.83,75.62,21.51,20.16,30.33,91.55
2020,159,25.87,3.85,0.24,66.94,19.8,20.14,33.36,91.5
2020,160,25.05,4.27,0.03,65.31,23.33,21.08,30.67,91.49
2020,161,25.27,4.02,0.0,61.0,21.74,18.92,32.4,91.47
2020,162,25.65,4.73,0.85,69.19,19.05,20.55,32.37,91.34
2020,163,23.65,4.75,4.2,79.5,15.12,20.26,28.05,91.22
2020,164,23.44,5.66,7.75,74.25,15.52,19.48,28.61,91.2
2020,165,24.58,5.48,0.64,67.75,18.24,19.67,31.47,91.29
2020,166,24.0,5.88,0.14,70.56,19.51,19.23,29.98,91.41
2020,167,25.78,4.97,0.32,69.5,20.47,20.63,33.01,91.32
2020,168,25.49,4.87,0.09,71.56,18.59,21.4,31.48,91.28
2020,169,24.61,4.41,0.13,75.12,15.02,21.76,29.48,91.34
2020,170,24.58,4.55,0.03,71.12,14.94,20.32,30.98,91.48
2020,171,24.38,4.07,0.01,70.62,20.28,20.26,29.62,91.53
2020,172,24.55,4.1,0.01,68.5,20.16,20.24,29.82,91.51
2020,173,25.11,4.0,1.85,69.25,20.39,19.94,31.62,91.4
2020,174,24.33,4.32,1.16,70.88,20.86,20.26,29.67,91.32
2020,175,24.07,3.79,7.12,66.06,22.28,18.92,31.12,91.42
2020,176,24.52,2.91,25.58,71.75,22.74,19.34,31.48,91.44
2020,177,23.82,1.45,47.52,81.56,20.43,20.6,29.01,91.31
2020,178,24.3,2.01,5.25,80.06,19.08,20.65,28.76,91.28
2020,179,23.79,2.46,35.49,84.38,19.88,20.81,27.1,91.34
2020,180,23.98,2.92,11.98,85.62,17.21,21.06,27.82,91.33
2020,181,23.74,2.43,7.08,86.5,16.62,21.08,26.9,91.27
2020,182,23.74,2.95,8.13,83.25,19.88,21.0,28.25,91.24
2020,183,23.0,3.67,0.0,81.06,17.97,19.71,26.8,91.37
2020,184,22.14,4.67,3.94,82.81,13.98,19.07,26.75,91.4
2020,185,22.49,4.32,9.97,84.75,17.89,19.17,26.94,91.35
2020,186,23.18,5.32,2.67,79.38,16.06,19.48,28.19,91.33
2020,187,22.37,4.75,0.76,79.62,14.45,19.12,27.3,91.36
2020,188,23.37,4.35,0.19,79.56,15.46,19.05,28.79,91.33
2020,189,23.19,4.4,0.76,80.5,19.01,20.2,28.32,91.43
2020,190,22.58,2.5,8.26,87.31,16.8,20.44,25.39,91.5
2020,191,22.4,2.27,35.45,87.5,20.73,19.27,25.45,91.41
2020,192,22.89,2.55,9.28,82.81,15.87,19.09,27.44,91.48
2020,193,22.67,2.32,0.67,83.94,20.82,19.77,26.42,91.48
2020,194,23.64,2.65,3.42,83.25,21.95,20.33,27.76,91.39
2020,195,22.78,2.68,1.13,84.56,18.76,19.81,26.18,91.34
2020,196,22.94,3.16,0.28,85.19,14.48,20.08,26.56,91.34
2020,197,22.87,4.02,5.46,83.12,12.6,19.84,27.33,91.29
2020,198,22.76,3.91,7.52,83.56,12.66,19.4,27.22,91.24
2020,199,22.76,3.3,0.25,83.31,12.81,19.95,26.77,91.27
2020,200,23.48,2.17,8.63,82.56,16.51,19.6,28.22,91.35
2020,201,23.63,1.89,12.23,81.19,18.57,20.19,26.83,91.4
2020,202,23.16,2.05,9.86,87.38,19.64,20.66,26.58,91.3
2020,203,23.83,1.8,0.38,81.12,24.31,19.96,28.5,91.35
2020,204,23.77,2.16,0.81,82.5,20.87,20.25,28.33,91.42
2020,205,23.25,0.86,11.96,85.62,19.36,20.7,26.3,91.37
2020,206,23.35,1.98,10.01,84.0,14.33,20.54,27.3,91.45
2020,207,22.65,1.69,7.82,83.75,19.62,19.97,26.62,91.54
2020,208,22.35,2.9,0.38,83.94,18.89,19.7,26.23,91.67
2020,209,23.24,3.23,1.55,80.81,21.11,18.94,28.3,91.56
2020,210,23.3,2.67,7.59,84.94,20.75,19.87,27.61,91.39
2020,211,22.26,2.45,1.59,89.0,12.04,20.58,24.78,91.28
2020,212,22.73,2.19,5.26,90.38,18.99,20.32,25.95,91.28
2020,213,23.08,2.27,7.3,85.5,18.67,19.98,27.12,91.31
2020,214,22.58,3.07,31.94,87.62,16.25,20.13,26.12,91.37
2020,215,22.04,3.98,4.17,89.31,17.63,19.3,24.58,91.32
2020,216,22.73,4.92,1.49,85.0,13.24,19.15,26.91,91.23
2020,217,22.3,6.1,2.87,83.44,10.97,20.05,25.98,91.14
2020,218,22.59,7.06,2.86,83.12,13.6,20.18,26.26,91.0
2020,219,23.96,5.66,0.78,81.94,15.48,20.81,28.55,91.11
2020,220,23.55,5.04,0.18,83.81,14.55,20.81,27.43,91.39
2020,221,22.51,4.61,4.44,84.62,15.05,20.02,26.38,91.45
2020,222,21.87,4.2,4.99,86.25,12.57,19.31,25.28,91.39
2020,223,22.33,3.27,0.46,86.06,15.51,19.15,26.51,91.41
2020,224,22.97,3.83,3.18,83.56,14.77,19.83,27.59,91.54
2020,225,22.65,3.9,0.05,84.94,14.65,19.6,26.75,91.62
2020,226,22.65,3.78,0.02,84.06,17.85,19.53,27.02,91.49
2020,227,22.6,4.16,0.01,83.19,14.23,19.45,27.12,91.38
2020,228,22.95,4.34,0.02,81.81,13.47,19.22,28.94,91.4
2020,229,23.08,3.84,0.24,83.38,8.89,19.72,27.47,91.45
2020,230,23.19,3.61,1.48,83.75,13.39,19.33,27.87,91.4
2020,231,23.43,3.59,1.21,83.5,15.24,19.88,28.54,91.45
2020,232,23.23,3.55,0.22,83.88,14.61,19.51,28.51,91.36
2020,233,23.11,3.59,0.01,83.62,14.13,19.43,28.07,91.37
2020,234,23.48,3.24,0.04,83.12,16.58,19.51,28.58,91.53
2020,235,23.57,2.79,7.57,84.31,19.38,19.75,28.16,91.61
2020,236,23.27,2.23,9.1,85.12,17.01,19.43,27.5,91.58
2020,237,23.91,1.74,8.34,81.94,19.18,19.69,28.42,91.58
2020,238,24.36,1.7,0.01,78.44,24.22,20.7,28.23,91.65
2020,239,23.34,1.73,4.47,83.12,19.27,20.43,26.74,91.66
2020,240,23.27,2.07,1.03,81.88,20.42,20.35,27.23,91.57
2020,241,23.72,2.35,0.0,77.81,25.02,19.42,28.91,91.48
2020,242,24.32,2.34,0.0,78.56,24.79,19.77,29.67,91.47
2020,243,23.94,1.84,7.28,83.0,22.31,20.63,27.46,91.53
2020,244,23.69,1.95,9.41,84.12,20.18,20.83,27.7,91.58
2020,245,22.44,3.02,7.55,90.0,18.31,20.69,24.74,91.49
2020,246,22.4,3.0,22.14,91.19,12.25,20.59,25.08,91.44
2020,247,22.88,2.02,6.71,88.0,15.99,19.66,26.94,91.47
2020,248,23.86,1.65,2.05,84.25,19.2,19.88,28.5,91.44
2020,249,24.15,1.74,0.98,83.5,15.97,20.32,28.8,91.37
2020,250,23.79,1.52,0.69,86.38,17.71,20.42,27.74,91.35
2020,251,23.32,2.44,9.06,87.12,18.95,20.13,27.29,91.44
2020,252,23.73,1.35,9.5,82.56,20.07,19.83,28.05,91.49
2020,253,23.3,1.98,20.55,86.62,17.58,19.76,27.36,91.37
2020,254,22.0,1.7,6.35,89.56,16.61,19.67,24.84,91.26
2020,255,21.92,3.8,1.35,88.25,14.8,19.63,24.69,91.31
2020,256,21.26,3.68,4.1,88.19,12.11,18.75,25.5,91.57
2020,257,20.62,3.91,10.54,86.31,10.66,17.3,24.94,91.59
2020,258,21.65,4.36,12.56,82.88,13.55,17.9,27.26,91.47
2020,259,22.45,3.62,1.74,84.5,15.09,17.93,28.09,91.46
2020,260,22.9,3.41,0.09,85.38,15.98,19.58,27.73,91.48
2020,261,22.86,3.27,0.73,84.75,18.17,19.36,27.76,91.52
2020,262,22.39,4.01,7.11,86.19,16.91,19.55,26.58,91.41
2020,263,22.23,4.02,6.38,87.62,13.0,19.31,26.44,91.21
2020,264,20.89,5.39,4.0,87.44,10.01,18.01,24.98,91.19
2020,265,20.95,5.59,1.35,84.69,14.6,18.2,25.1,91.23
2020,266,20.79,4.85,0.14,81.5,13.65,17.72,25.78,91.37
2020,267,21.83,3.77,0.03,81.5,19.41,16.26,27.8,91.49
2020,268,22.16,3.02,0.01,82.19,19.12,18.65,27.08,91.66
2020,269,21.62,1.73,18.02,87.81,19.44,18.19,25.58,91.61
2020,270,20.56,2.98,1.63,90.94,12.52,18.52,23.21,91.62
2020,271,21.91,2.09,0.03,86.5,17.28,18.57,26.53,91.65
2020,272,23.13,1.91,1.71,84.06,20.1,18.69,28.09,91.6
2020,273,22.87,2.38,33.52,88.81,17.05,20.07,26.9,91.46
2020,274,21.98,2.57,5.92,89.06,16.53,20.01,24.98,91.46
2020,275,21.7,2.98,0.12,83.0,20.97,18.54,26.69,91.51
2020,276,22.67,1.77,1.88,83.56,19.43,17.7,27.95,91.51
2020,277,22.33,2.95,2.14,87.44,19.46,19.86,26.18,91.55
2020,278,21.21,2.84,1.59,88.19,15.7,19.15,24.82,91.66
2020,279,22.19,2.7,0.03,83.12,20.19,18.95,27.28,91.58
2020,280,22.84,1.93,1.59,83.25,22.2,18.2,28.37,91.53
2020,281,23.07,1.95,1.9,85.25,20.35,18.94,27.75,91.58
2020,282,22.62,1.3,1.3,83.94,20.07,19.11,26.65,91.57
2020,283,23.04,0.71,12.26,82.38,16.71,19.27,27.53,91.54
2020,284,22.27,1.97,37.01,92.12,18.76,20.17,25.21,91.49
2020,285,21.59,2.77,4.17,89.94,11.66,19.55,25.12,91.36
2020,286,21.72,3.55,15.35,89.0,11.0,18.81,26.14,91.2
2020,287,21.1,3.66,4.78,92.12,9.77,18.99,23.94,91.13
2020,288,21.4,4.5,0.44,86.44,14.2,18.41,26.19,91.22
2020,289,21.76,3.34,0.13,87.12,17.86,18.56,26.76,91.29
2020,290,22.2,2.06,0.09,85.69,21.53,18.55,27.33,91.33
2020,291,21.9,1.27,2.76,80.81,18.12,17.81,26.06,91.44
2020,292,22.34,1.18,3.25,86.44,14.69,18.55,26.76,91.49
2020,293,22.12,1.43,14.61,90.25,14.71,19.78,25.22,91.46
2020,294,22.15,1.46,19.0,89.88,10.04,19.65,25.76,91.41
2020,295,22.28,1.6,13.07,89.88,13.06,19.72,26.55,91.46
2020,296,22.08,1.41,9.18,89.94,15.54,19.0,26.32,91.46
2020,297,22.14,1.27,3.49,90.81,13.71,19.79,25.42,91.5
2020,298,22.48,1.27,4.6,89.0,14.22,19.73,26.28,91.62
2020,299,22.88,0.75,1.02,82.44,16.74,19.29,27.19,91.73
2020,300,22.66,1.24,0.05,83.5,20.94,18.52,27.3,91.76
2020,301,21.55,1.7,0.0,84.06,20.14,16.65,27.12,91.73
2020,302,21.3,1.92,0.0,84.62,20.84,17.65,26.69,91.8
2020,303,20.89,1.98,1.32,86.69,17.53,16.97,26.04,91.82
2020,304,21.39,1.7,0.15,82.94,20.03,16.99,26.61,91.77
2020,305,21.95,1.3,0.0,78.38,19.79,17.94,27.48,91.77
2020,306,22.26,1.02,0.01,79.5,19.61,17.51,27.74,91.83
2020,307,22.58,1.2,0.29,83.69,17.15,18.45,27.55,91.89
2020,308,22.58,1.66,0.01,84.75,17.41,18.43,27.78,91.88
2020,309,22.91,1.69,0.02,86.06,15.69,18.85,27.44,91.83
2020,310,22.52,2.02,5.46,85.12,16.93,19.4,26.92,91.88
2020,311,22.45,1.84,3.69,84.81,19.53,18.56,27.54,91.97
2020,312,22.78,2.05,0.68,86.81,20.64,19.33,27.29,92.01
2020,313,22.38,2.61,0.96,87.44,15.36,19.36,26.78,92.06
2020,314,21.05,2.16,0.04,85.0,19.91,16.64,26.71,91.94
2020,315,18.78,2.06,0.0,80.12,22.42,13.08,25.66,91.78
2020,316,19.53,2.46,5.59,87.44,19.42,11.99,26.4,91.79
2020,317,21.62,2.55,5.94,90.31,15.43,18.49,25.55,91.82
2020,318,21.97,2.75,7.06,88.69,9.72,19.1,26.41,91.83
2020,319,21.82,2.94,0.62,87.44,17.38,18.4,26.71,91.76
2020,320,22.17,2.96,6.84,89.25,10.57,17.88,27.71,91.7
2020,321,21.84,2.88,8.59,90.06,9.84,19.57,25.51,91.78
2020,322,21.55,2.93,3.42,88.12,13.32,18.31,26.23,91.74
2020,323,21.71,2.34,0.25,87.62,15.23,18.69,26.4,91.78
2020,324,21.53,2.58,0.02,86.31,17.78,17.71,26.48,91.81
2020,325,20.59,2.18,0.0,83.12,21.23,15.98,26.37,91.88
2020,326,19.01,1.61,0.0,77.19,22.49,14.45,25.92,91.92
2020,327,18.12,1.62,0.0,75.38,20.51,12.76,25.78,91.95
2020,328,18.26,1.73,0.0,81.31,17.23,11.19,25.48,91.94
2020,329,20.32,2.24,0.06,87.0,14.77,15.98,25.32,91.83
2020,330,21.04,3.41,3.82,88.5,11.65,17.83,25.96,91.67
2020,331,19.14,5.85,41.51,94.25,3.15,17.98,20.76,91.43
2020,332,19.58,3.75,2.58,89.69,14.57,17.05,24.33,91.65
2020,333,20.55,2.23,1.08,87.5,13.22,16.71,25.55,91.91
2020,334,20.98,2.49,0.39,87.75,9.7,17.66,25.95,91.98
2020,335,20.7,2.81,0.3,86.75,14.85,17.35,25.5,92.0
2020,336,19.59,2.46,0.0,82.31,19.26,15.88,24.76,92.01
2020,337,19.78,2.9,1.09,83.62,15.76,15.47,25.95,91.88
2020,338,19.92,3.49,5.53,91.81,7.52,16.52,23.65,91.74
2020,339,20.71,3.36,2.61,91.12,7.21,18.03,23.82,91.64
2020,340,21.06,2.98,1.22,87.31,9.65,17.01,25.98,91.7
2020,341,21.54,3.34,4.91,88.12,9.63,18.66,26.31,91.81
2020,342,21.77,3.3,6.05,88.5,10.73,18.77,26.45,91.94
2020,343,21.33,3.09,3.41,88.25,11.2,18.43,25.91,92.03
2020,344,21.25,2.66,1.06,87.38,13.97,17.73,26.4,91.94
2020,345,19.48,1.75,0.01,79.19,20.54,15.03,25.76,91.95
2020,346,18.85,1.66,0.0,78.69,20.84,14.31,25.94,91.95
2020,347,18.4,1.68,0.0,79.62,19.88,13.46,25.37,91.92
2020,348,18.5,1.41,0.0,79.31,18.8,12.11,25.55,91.84
2020,349,18.94,1.83,0.0,81.44,19.56,13.92,25.8,91.83
2020,350,18.89,2.41,0.0,81.75,19.4,13.64,24.8,91.96
2020,351,20.52,2.6,0.54,85.5,12.35,16.26,26.07,91.99
2020,352,20.94,2.84,0.06,86.25,9.17,17.49,26.22,91.96
2020,353,19.43,2.52,0.0,86.31,19.89,16.73,23.14,91.98
2020,354,19.84,2.87,0.0,85.19,15.96,15.56,25.72,92.02
2020,355,19.09,2.9,0.0,83.0,14.7,14.53,25.02,92.06
2020,356,17.2,2.46,0.0,81.94,20.94,12.16,24.57,91.95
2020,357,18.05,2.02,0.0,79.69,19.22,11.95,25.4,91.87
2020,358,19.19,1.8,0.0,79.81,15.96,14.51,25.9,91.81
2020,359,20.14,1.78,0.0,81.5,16.96,14.64,27.11,91.74
2020,360,20.11,2.12,0.0,82.81,18.09,15.56,26.75,91.8
2020,361,18.69,2.21,0.0,80.5,20.48,14.09,26.13,91.9
2020,362,18.28,1.96,0.0,79.94,21.19,12.62,26.23,91.87
2020,363,18.67,1.38,0.0,74.69,18.19,12.76,26.33,91.81
2020,364,19.89,2.28,0.05,78.81,18.34,14.37,26.63,91.8
2020,365,21.09,2.81,0.98,84.0,17.38,16.2,27.23,91.79
2020,366,21.08,3.41,1.17,84.75,9.19,17.12,26.98,91.85
2021,1,18.87,2.95,0.16,81.31,18.05,14.85,25.42,91.92
2021,2,19.86,2.7,0.29,84.12,14.7,14.15,26.4,91.89
2021,3,20.95,2.91,0.15,82.56,11.54,16.48,27.02,91.78
2021,4,21.01,3.27,0.06,80.62,7.5,17.09,27.06,91.78
2021,5,20.98,2.57,0.48,86.56,14.21,16.89,26.12,91.82
2021,6,21.69,2.31,13.31,86.38,9.97,17.87,26.76,91.76
2021,7,21.16,2.27,4.22,87.94,10.56,18.56,25.55,91.65
2021,8,22.02,2.38,0.16,85.12,11.72,18.06,27.48,91.58
